fact_id,date,location_id,aqi_value,aqi_category,pm25,pm10,no2,so2,co,o3,temperature_c,humidity_pct,wind_speed_kmph,ed_visits_respiratory,hospital_admissions_respiratory,outpatient_visits_respiratory,mortality_count_respiratory,prescriptions_issued,exceedance_flag,,
3768,24/04/2024,4,90.6,MODERATE,59,91.5,19,9.7,1.82,17.7,32.6,66.5,12.8,42,12,95,1,153,0,,
536,19/06/2024,1,107.1,Unhealthy for Sensitive Groups,67.7,107.8,18.4,8.8,1.78,28.7,29.6,85,14.9,124,36,280,2,443,0,,
3413,05/05/2023,4,86.5, Moderate,59,107.5,21,5.3,2.16,58.1,31.3,62,5.3,35,11,87,1,133,0,,
4191,21/06/2025,4,57.2,Moderate,32.5,54.3,12.5,3.4,1.25,57.4,37,79.9,7.6,32,9,75,1,114,0,,
2664,16/04/2024,3,287.2,Very Unhealthy,181.6,305,56,30.7,5.56,41.8,26.4,57.7,11.4,126,38,278,2,442,1,,
155,04/06/2023,1,112.5,Unhealthy for Sensitive Groups,69.7,115.4,22,12.8,2.34,64.6,31.4,76.6,8.4,125,38,282,2,453,0,,
3242,15/11/2025,3,78.6,Moderate,47.1,78.9,11.2,8.5,1.42,40.5,18.6,,8.1,42,13,102,1,159,0,,
4116,07/04/2025,4,122.8,Unhealthy for Sensitive Groups,70,105.8,34.6,8.3,2.16,35.7,27.1,49.2,13.9,43,13,99,1,159,0,,
3150,15/08/2025,3,46.3,Good,23,34.6,7.2,3.2,0.94,22.5,29.8,65,7.1,27,8,60,1,98,0,,
2953,30/01/2025,3,97.5,Moderate,68.1,114.6,27.8,10.6,1.56,50.6,20.1,32.9,15.5,59,18,134,1,212,0,,
1312,04/08/2023,2,56.6,Moderate,34.6,61.5,6.6,1.6,0.95,27.6,33.6,77.6,3.9,52,16,120,1,197,0,,
323,19/11/2023,1,280.6,Very Unhealthy,177.2,290.4,66.1,26.8,5.08,49,21.2,50.1,12.2,232,72,516,5,842,1,,
1711,06/09/2024,2,92.4,Moderate,51,79.8,25.7,8,1.56,42.1,31.7,65.1,5.2,58,18,138,1,210,0,,
15,15/01/2023,1,305.1,Hazardous,187.8,338,57.5,21.9,5.33,62.2,16.9,39.3,8.8,316,97,708,6,1134,1,,
3331,12/02/2023,4,152.4,Unhealthy,94.1,141.8,39.8,14.7,3.2,57.4,22.4,48.8,6.8,57,17,130,1,205,1,,
3986,28/11/2024,4,159.4,Unhealthy,96.2,164.6,38.7,12.5,3.31,72.4,15.7,29.2,7.8,62,20,142,1,221,1,,
1799,03/12/2024,2,152.4,Unhealthy,96.7,177,31.4,14.8,3.07,64.1,18.4,36.6,6,113,35,261,2,417,1,,
4300,08/10/2025,4,114.8,Unhealthy for Sensitive Groups,72.1,132.4,28,6.9,2.03,43.1,25.4,55.2,15.9,34,10,74,1,123,0,,
83,24/03/2023,1,222.9,Very Unhealthy,137,220.4,60.7,17.7,5.38,61.1,26.5,48.7,14.3,240,73,536,5,857,1,,
2561,04/01/2024,3,159,Unhealthy,94.5,176.5,25.1,17.2,3.33,53.3,17.6,31.2,2.7,55,17,125,1,204,1,,
1944,27/04/2025,2,125.7,Unhealthy for Sensitive Groups,80.2,141.3,23.9,9.5,2.12,53.2,30.9,69.3,5.5,95,30,217,2,346,0,,
1989,11/06/2025,2,68.4,Moderate,47.8,73.6,19.4,8,1.57,64.6,34.9,75,10,56,17,135,1,204,0,,
3537,06/09/2023,4,78.3,Moderate,46.2,74,25.2,7.7,1.66,39.6,29.2,71.2,1.7,26,8,63,0,95,0,,
2673,25/04/2024,3,75.7,Moderate,43.9,77.5,20.5,9.4,1.39,20.2,33.1,57.9,4.3,39,13,94,1,150,0,,
1384,15/10/2023,2,128.7,Unhealthy for Sensitive Groups,82.9,157.4,24.5,9.1,2.38,43.3,25.4,51.7,0.5,101,31,227,2,363,0,,
1575,23/04/2024,2,128.9,Unhealthy for Sensitive Groups,80.1,133.3,29.1,12.3,2.29,56,32.5,58.9,15.3,94,28,212,2,337,0,,
2978,24/02/2025,3,126.8,Unhealthy for Sensitive Groups,73,135.8,32.3,9.7,1.74,33.5,18.8,42.3,7.2,58,18,134,1,213,0,,
2724,15/06/2024,3,42.9,Good,21.5,32.4,5.5,0,0.57,31.5,29.5,83.1,3.2,24,8,60,1,99,0,,
3406,28/04/2023,4,96.7,Moderate,61.7,105.7,28.4,13,1.76,42.6,31.4,65.4,7.2,32,10,82,1,126,0,,
2059,20/08/2025,2,72.3,Moderate,40.7,74,17.8,1.6,1.03,51,34.6,77.4,6.5,57,20,136,1,221,0,,
1763,28/10/2024,2,112.9,Unhealthy for Sensitive Groups,72.1,108.6,36.9,7.1,1.95,69.4,23.6,48.9,,99,31,224,2,360,0,,
1495,03/02/2024,2,195.6,Unhealthy,131.7,212.5,31.1,14.5,4.09,65.8,23,30.4,7.7,149,46,339,3,544,1,,
832,11/04/2025,1,262.8,very unhealthy,159.4,248.9,47.3,14.9,6.39,60.8,24.5,46.2,15.1,266,82,592,5,950,1,,
2081,11/09/2025,2,83.4,Moderate,58.7,104.8,22.2,7.4,1.68,28.2,30.9,73.9,16.3,65,20,148,1,235,0,,
1175,20/03/2023,2,165.7,Unhealthy,104.1,174,29.5,9.1,2.51,45.2,27.7,43.8,10.8,121,36,271,2,434,1,,
414,18/02/2024,1,308.8,Hazardous,193.4,320.4,77.8,22.4,4.98,78.5,19.6,34.5,8.7,259,80,581,,931,1,,
2629,12/03/2024,3,120.2,Unhealthy for Sensitive Groups,65.3,115.2,20.6,9.3,2.49,62.1,19.3,43.8,1.7,50,15,111,1,185,0,,
3455,16/06/2023,4,55.4,Moderate,38.2,72,9.7,4.2,0.78,56,37.1,72.9,10.1,26,7,53,0,83,0,,
1818,22/12/2024,2,198.5,Unhealthy,122,210.8,42.5,18.7,3.85,46.5,18.9,25,8.2,128,40,289,3,457,1,,
166,15/06/2023,1,96,Moderate,57.1,89.5,14.8,9,1.69,61.7,32.8,78.9,4.9,147,45,331,3,528,0,,
4113,04/04/2025,4,122.5,Unhealthy for Sensitive Groups,71.1,118.2,18.2,8.8,2.17,33.6,31.6,53.3,2.9,46,14,107,1,168,0,,
4373,20/12/2025,4,194.1,Unhealthy,117.7,183.5,28,11.7,3.41,52,17.8,21.4,1.3,57,18,134,1,211,1,,
615,06/09/2024,1,129.5,Unhealthy for Sensitive Groups,77,138.4,28.1,8.1,1.57,29.2,25.1,75.2,7.2,151,47,344,3,547,0,,
3094,20/06/2025,3,46.5,Good,23.9,37,9.2,1.5,0.65,40.4,35.2,74.6,14.3,25,6,54,0,90,0,,
3451,12/06/2023,4,66.7,Moderate,35.8,58.7,4,4.7,0.64,45.1,36.8,86.9,14.5,29,9,68,,107,0,,
1015,11/10/2025,1,184.8,Unhealthy,115,176.9,53.3,12.7,3.26,83.9,25.4,52.3,4.3,241,74,543,5,859,1,,
2138,07/11/2025,2,161,Unhealthy,105.6,173.6,35.1,12.1,2.51,30.2,23.9,39.9,3.3,92,28,208,2,333,1,,
3058,15/05/2025,3,58.1,Moderate,38.1,59.1,15.7,3.9,1.11,56.4,29.3,,4.8,34,10,76,1,117,0,,
4247,16/08/2025,4,76.3,Moderate,40.1,65.3,17.4,4.8,1.43,28.2,29.4,75.5,16.6,28,9,64,1,99,0,,
2650,02/04/2024,3,92.5,Moderate,57.8,102.1,25.7,9.1,1.71,55.1,25,61.6,4.4,49,15,114,1,185,0,,
1238,22/05/2023,2,78.8,Moderate,56.6,93.3,24.2,8.6,1.04,57.9,34.2,67.9,8,64,20,146,1,236,0,,
3906,09/09/2024,4,70.6,Moderate,46.1,86.8,24.7,4,1.53,40.3,30.2,84.5,10.7,29,10,72,1,114,0,,
3405,27/04/2023,4,77.7,Moderate,47.9,84.2,16.7,6.7,1.63,40.9,27.7,62.7,13.1,37,11,82,1,130,0,,
2182,21/12/2025,2,173.1,unhealthy,105.1,186.2,46.3,11.1,3.83,61.4,21.1,22.8,14.1,148,45,329,3,525,1,,
3419,11/05/2023,4,75,Moderate,51.7,90.7,25,3.9,1.5,48.3,34.9,72.2,10,39,12,87,1,141,0,,
556,09/07/2024,1,95.3,Moderate,55.4,94.3,17.1,7.5,1.53,50.2,31.1,73.3,8.2,119,35,263,2,430,0,,
3080,06/06/2025,3,42.3,Good,,46.4,16.2,3.5,0.37,40.5,25.9,74.8,9.6,27,7,59,1,98,0,,
3101,27/06/2025,3,39.5,Good,24.5,44.3,12.5,4.7,0.21,4.5,32,76.1,10,24,7,50,0,80,0,,
2369,26/06/2023,3,21.5,Good,20.5,36.8,7.9,4.4,0.4,31.8,32.4,77.3,0.5,28,9,65,1,101,0,,
2304,22/04/2023,3,72.4,Moderate,41.8,74.2,14.6,6.7,1,35.7,27.2,70.8,12.1,40,14,95,1,162,0,,
1212,26/04/2023,2,130.5,Unhealthy for Sensitive Groups,85.9,132.7,25.9,10.6,2.76,35.9,31.9,71.7,4.8,76,23,170,1,273,0,,
635,26/09/2024,1,165.3,Unhealthy,101.8,193.1,36.1,14,2.62,49.4,25.1,51.8,9.8,218,66,493,4,784,1,,
1056,21/11/2025,1,324.5,Hazardous,205.2,355.7,53,19.7,6.84,61.1,18.3,33.8,7.7,292,90,659,6,1051,1,,
2341,29/05/2023,3,39.9,Good,27.3,47.5,15.9,3,0.66,40.7,29.9,70.3,16.8,32,9,75,1,117,0,,
797,07/03/2025,1,304.8,Hazardous,194.1,292.6,56.4,19.4,7.43,60.2,21.3,41.2,14.1,305,94,687,,1097,1,,
2815,14/09/2024,3,62.8,Moderate,36.3,65.8,9.2,3.2,1.71,24.6,24.9,63.7,13.4,36,11,77,1,126,0,,
1081,16/12/2025,1,334.9,Hazardous,205.8,380.5,77.5,19.9,7.98,72.2,18.3,30.6,9.4,408,125,912,8,1458,1,,
1655,12/07/2024,2,59.3,Moderate,37.5,67.3,11.8,5.5,1.57,26.4,36.9,61.8,7.7,50,15,125,1,194,0,,
1608,26/05/2024,2,77.5,Moderate,47.9,84.4,17,3,0.85,61.9,37.3,74.4,9.8,66,18,146,1,232,0,,
145,25/05/2023,1,129.5,Unhealthy for Sensitive Groups,,113.1,17.1,9.5,3.12,47.7,31.3,,18,135,41,314,3,500,0,,
91,01/04/2023,1,229.6,Very Unhealthy,142.9,265.5,51.4,20.5,4.57,59,24.9,50.1,10.1,231,72,524,5,835,1,,
683,13/11/2024,1,294.2,Very Unhealthy,182.6,334.6,69.1,31.7,4.22,54.7,20.2,41.5,8.2,261,80,585,,938,1,,
3432,24/05/2023,4,64.3,Moderate,45,69,14.9,4.4,0.85,51.3,35,70.9,3,30,9,69,1,110,0,,
94,04/04/2023,1,210.9,Very Unhealthy,129.8,240.9,33.1,11.1,4.68,56,28.9,55.7,14.4,240,73,541,5,869,1,,
835,14/04/2025,1,197.7,Unhealthy,124.1,222.4,39.7,15.6,3.9,52.9,23.9,64.8,9.4,267,81,599,5,962,1,,
4244,13/08/2025,4,65.2,Moderate,37.5,67.6,16.7,3.5,1.6,39.5,28.1,70.2,7.2,28,9,61,0,92,0,,
1401,01/11/2023,2,151.7,Unhealthy,86.2,148.9,41.1,12.3,2.91,54.4,24.3,41.3,11.7,97,29,225,2,357,1,,
3980,22/11/2024,4,143.5,Unhealthy for Sensitive Groups,92.1,157.2,40.8,11.4,2.41,34.3,25.7,36.5,13.7,51,15,117,1,184,0,,
2292,10/04/2023,3,86.6,Moderate,56.4,88.4,13.8,6.5,2.26,58.4,24.6,57.4,17.6,43,13,97,1,161,0,,
1501,09/02/2024,2,193.1,Unhealthy,126.3,192.1,53.8,20.1,3,45.4,21,35.9,5,125,38,282,2,452,1,,
2263,12/03/2023,3,135.3,Unhealthy for Sensitive Groups,80.2,126.7,35.5,10.5,2.13,37,20,41.3,7,50,15,117,1,194,0,,
1469,08/01/2024,2,171.5,Unhealthy,104.9,169.2,45,10.2,4.12,52.4,24.9,22.3,6.4,117,37,263,2,424,1,,
3929,02/10/2024,4,103.3,Unhealthy for Sensitive Groups,67.5,119,33.7,11.1,1.74,53.5,23.1,52.3,13.4,38,11,91,1,145,0,,
3246,19/11/2025,3,83.8,Moderate,54.9,91.8,15,7.5,1.34,65.7,12.3,46.7,2.6,49,15,115,1,185,0,,
999,25/09/2025,1,175.4,Unhealthy,109.8,173.6,42.2,10.8,3.14,60.7,24.8,56.7,,190,58,429,4,690,1,,
854,03/05/2025,1,168.9,Unhealthy,111.5,208.6,32.1,15.2,3.23,40.4,29.5,55.3,,195,60,437,4,697,1,,
3876,10/08/2024,4,52.8, Moderate,28.7,44.3,9.4,4,0.65,30.3,35.2,82.2,8.7,25,7,59,0,96,0,,
1143,16/02/2023,2,184.5,Unhealthy,116.8,200.6,31.1,17.9,2.14,49.6,20.6,36.3,14.4,127,39,283,2,,1,,
2275,24/03/2023,3,93.1,Moderate,56.7,93.2,21.3,10.2,1.24,24.8,22.7,48.5,6.6,52,16,126,1,193,0,,
1104,08/01/2023,2,200.7,Very Unhealthy,108.9,173,38.6,19.2,3.28,65.3,19.9,,8.4,131,40,291,3,469,1,,
85,26/03/2023,1,199.2,Unhealthy,123.4,200.7,40.2,14.3,2.93,51.9,27.7,49.3,19,227,69,515,4,823,1,,
2211,19/01/2023,3,133.1,Unhealthy for Sensitive Groups,79.5,149.4,32.7,11.3,2.89,49.5,16.2,25.8,12.1,53,16,120,1,193,0,,
3441,02/06/2023,4,61.2,Moderate,36.6,66,14.5,3.6,0.89,41.3,38.3,79,12.1,30,9,69,1,107,0,,
1568,16/04/2024,2,99.3,Moderate,77.4,140,33.8,8.8,2.11,50,33.2,54.9,6.5,90,27,200,2,318,0,,
1661,18/07/2024,2,71.1,Moderate,38.3,65.1,12.4,6,1.46,56.9,32.6,75.1,5.6,55,17,128,1,205,0,,
1557,05/04/2024,2,177.2,Unhealthy,110.9,189.5,33.1,19.3,3.55,53.8,29.9,54.2,10.6,106,33,241,2,388,1,,
3765,21/04/2024,4,118.7,Unhealthy for Sensitive Groups,69.6,127.9,27.5,10.2,1.47,63.9,30,58.9,15,44,14,97,1,162,0,,
3585,24/10/2023,4,130.1,Unhealthy for Sensitive Groups,74.5,139.6,28.2,4.9,1.97,51.4,24.1,47.5,17.6,40,12,97,1,149,0,,
1886,28/02/2025,2,191.5,Unhealthy,123.1,227.5,39.6,13.7,4.9,71.8,23.4,30.2,15.9,111,35,252,2,408,1,,
3145,10/08/2025,3,39.8,Good,23.1,39.6,12.1,2.3,0.65,54.3,28.5,75.5,12,24,7,55,0,87,0,,
1867,09/02/2025,2,194.3,Unhealthy,117.2,185.9,30.8,14.7,3.79,55,18.4,38.9,9,118,36,266,2,424,1,,
2875,13/11/2024,3,101.4,Unhealthy for Sensitive Groups,60.5,98.6,23.4,11.8,2.28,50.6,18.3,43.2,6.9,44,14,102,1,173,0,,
3589,28/10/2023,4,135.8,Unhealthy for Sensitive Groups,77.7,129,27.4,12.8,2.73,48.3,23.5,59.7,10.6,48,15,112,1,178,0,,
3268,11/12/2025,3,107.5,Unhealthy for Sensitive Groups,67.1,118.8,18.9,4.9,1.49,63.3,17.4,40.1,9.4,50,15,122,1,186,0,,
2885,23/11/2024,3,113.7,Unhealthy for Sensitive Groups,67.4,113.7,14.8,7.7,1.47,45.2,13.6,46.7,13,46,16,109,1,171,0,,
2891,29/11/2024,3,124.7,Unhealthy for Sensitive Groups,64.8,119.9,26,9.5,2.19,48.5,16.7,33.8,11.3,51,15,111,1,184,0,,
3008,26/03/2025,3,101.9,Unhealthy for Sensitive Groups,60,105.1,18.2,9.3,2.26,36.1,23.5,49.7,,40,12,97,1,149,0,,
1827,31/12/2024,2,192.6,Unhealthy,115.9,183.1,44.7,19.4,4.07,63.9,17.8,42.5,11,142,44,319,3,518,1,,
3924,27/09/2024,4,80.6,Moderate,47.6,71.8,18.8,5.5,1.86,41.7,28,64.5,9,35,10,78,1,121,0,,
2641,24/03/2024,3,105.2,Unhealthy for Sensitive Groups,62.8,112,24.4,11.8,2.72,42.7,22.3,51.3,8.4,40,13,99,1,155,0,,
1526,05/03/2024,2,138.9,Unhealthy for Sensitive Groups,90.4,143.7,28,10.4,3.28,56,26.9,33,11.5,139,43,316,3,500,0,,
1563,11/04/2024,2,158.1, Unhealthy,100.4,183.1,35.2,8.4,3.23,58.1,26.5,40.8,9,100,31,224,2,364,1,,
344,10/12/2023,1,312.1,HAZARDOUS,183.8,313.1,66.3,22.4,3.78,91,15.3,40.6,7.4,229,70,511,4,824,1,,
2543,17/12/2023,3,116,Unhealthy for Sensitive Groups,73,121.8,34.4,4.3,2.75,36.6,17.5,26.9,18.8,51,16,121,1,193,0,,
3386,08/04/2023,4,120.8,Unhealthy for Sensitive Groups,74.3,124,22.1,11.2,1.69,43.3,31.9,45.1,3.1,50,15,110,1,180,0,,
2413,09/08/2023,3,57.9,Moderate,28.5,47.3,10.7,6.9,0.69,35.7,31.3,87.4,12.1,26,8,62,1,98,0,,
2708,30/05/2024,3,33.4,Good,23.9,39.7,6.2,1.7,0.51,39.5,31.5,72.4,4.4,33,10,71,1,112,0,,
1111,15/01/2023,2,148.7,Unhealthy for Sensitive Groups,97.2,184.2,45,8.3,3.12,56.5,21.4,22.6,10,133,40,300,3,479,0,,
3443,04/06/2023,4,80.7,Moderate,44.1,81.7,17.5,5.9,1.49,46.7,30.3,76.1,8.2,30,9,65,0,103,0,,
2214,22/01/2023,3,129,Unhealthy for Sensitive Groups,79.1,145.2,31.4,7.7,2.45,67,15.8,33.4,5.7,58,17,129,1,211,0,,
1360,21/09/2023,2,107.5,Unhealthy for Sensitive Groups,61.8,101.4,16.4,11,2.18,42.2,30.3,66.9,,88,27,200,2,313,0,,
2108,08/10/2025,2,74.9,Moderate,60.1,106,20.2,3.6,1.94,54.4,27,53.5,8.1,82,25,183,2,297,0,,
1379,10/10/2023,2,125.3,Unhealthy for Sensitive Groups,70.7,124.6,19.2,11.4,1.74,26.4,25.9,50.1,8.8,78,24,178,2,284,0,,
2829,28/09/2024,3,58.6,Moderate,39.8,70,11.9,5.9,0.67,42.7,23.1,57.3,,32,10,78,1,123,0,,
425,29/02/2024,1,243.8,Very Unhealthy,156.9,293.6,66.3,13.4,3.01,66.2,21.7,43.4,14.9,267,81,601,5,958,1,,
293,20/10/2023,1,222.8,Very Unhealthy,144.2,237.1,38.3,20.8,3.53,40.8,24.4,48.3,6.2,208,65,471,4,748,1,,
1066,01/12/2025,1,296.7,Very Unhealthy,187.7,320.1,65.5,23.7,5.57,41.6,17,39.3,12.3,291,91,657,6,1051,1,,
2378,05/07/2023,3,39.6,Good,21.8,37,3.8,3,0.8,33.5,29.6,72.1,11.4,28,8,63,0,105,0,,
2128,28/10/2025,2,140.9,Unhealthy for Sensitive Groups,85.8,136.2,22.6,16.5,1.93,69.5,22.5,44.1,11.6,104,32,236,2,375,0,,
1718,13/09/2024,2,100.4,Unhealthy for Sensitive Groups,58,103,20.1,4.5,1.96,52.5,29.7,72.3,8.8,80,23,182,1,287,0,,
938,26/07/2025,1,104.7,Unhealthy for Sensitive Groups,60.4,102.8,23.4,7.2,1.91,52,33.5,88.5,9.3,122,37,278,2,440,0,,
3780,06/05/2024,4,105.3,Unhealthy for Sensitive Groups,61,97.8,21.3,7.7,1.33,63.2,31.1,60.4,13,37,10,82,1,130,0,,
3965,07/11/2024,4,153.5,Unhealthy,94.1,151.9,39.9,12,2.52,39.9,20.7,,7.3,44,14,106,1,163,1,,
3991,03/12/2024,4,126.8,Unhealthy for Sensitive Groups,86.1,154.3,25.5,11.9,3.31,69.4,19.7,30.9,8.7,52,16,114,1,185,0,,
255,12/09/2023,1,135,Unhealthy for Sensitive Groups,81.8,145.8,26.1,10,3.48,45.7,28,72.8,9.6,154,47,347,,557,0,,
1483,22/01/2024,2,162.2,Unhealthy,110.7,171.3,40.7,19.6,3.51,67.1,22.7,27.5,18,170,53,385,3,610,1,,
945,02/08/2025,1,106.6,Unhealthy for Sensitive Groups,64.8,122.4,27.9,7.4,2.88,50.6,31.5,76.6,13.1,131,40,292,3,474,0,,
3184,18/09/2025,3,52.5,Moderate,31.7,58.9,10.4,2.8,0.55,30,26.3,63.2,3.4,34,11,75,1,126,0,,
3267,10/12/2025,3,116.6,Unhealthy for Sensitive Groups,71,124,22.7,10.2,2.26,59.1,16.8,29.7,13.4,44,13,96,1,156,0,,
2908,16/12/2024,3,106,Unhealthy for Sensitive Groups,69.3,119.7,21.4,7.4,2.9,49.4,17,33.6,9.2,45,13,100,1,161,0,,
970,27/08/2025,1,122.8,Unhealthy For Sensitive Groups ,78.4,121.7,24.7,5.9,2.6,30.8,29.5,75.5,4,139,42,315,3,500,0,,
497,11/05/2024,1,121.4,Unhealthy for Sensitive Groups,78,123.2,24,12.6,2.91,53.9,30.3,84.2,9.1,182,55,410,4,656,0,,
1830,03/01/2025,2,181,Unhealthy,111.8,175.1,38.5,13.9,4.21,60.3,15.3,32.2,8.7,124,38,284,2,453,1,,
2178,17/12/2025,2,188.7,Unhealthy,122.5,214.3,26.8,9.1,4,45.9,19.9,34.1,12.4,120,37,275,2,436,1,,
338,04/12/2023,1,282.6,Very Unhealthy,177.4,278,59.3,30.2,3.56,59.8,19.2,35.4,2.9,281,86,636,6,1010,1,,
1149,22/02/2023,2,183.8,Unhealthy,113.7,201.3,43.6,11,3.16,53.1,21.3,39.3,11.6,121,37,279,2,438,1,,
2244,21/02/2023,3,123.9,Unhealthy for Sensitive Groups,73.1,109.8,30.5,7.8,2.78,48.9,20.1,39.4,0.9,66,20,152,1,246,0,,
1177,22/03/2023,2,154.1,Unhealthy,91.2,143.6,25.2,13,2.51,25.5,27,40.9,17.6,103,31,229,2,368,1,,
3969,11/11/2024,4,140.7,Unhealthy for Sensitive Groups,84.7,160.6,30.8,9.7,2.13,64.5,19.8,40.3,15.5,45,14,105,1,170,0,,
2152,21/11/2025,2,153,Unhealthy,103.3,164.2,30.7,15,2.77,54.4,22.7,38.6,,116,35,260,,413,1,,
2011,03/07/2025,2,54.5,Moderate,35.1,55.9,9.4,6,1,52.7,33.9,78.3,18.3,51,15,117,1,187,0,,
2492,27/10/2023,3,104.7,Unhealthy for Sensitive Groups,61.2,110.1,21.6,11.6,1.52,33.9,19.3,49.2,,40,12,93,1,155,0,,
4353,30/11/2025,4,155.2,Unhealthy,101.4,161.9,42.9,18,3.05,68.4,17.6,33,3.8,51,16,112,1,182,1,,
1811,15/12/2024,2,193,Unhealthy,111.9,194.6,49.7,7.3,2.28,28,18,24.2,6.8,131,40,292,3,475,1,,
1995,17/06/2025,2,76.2,Moderate,42.9,79.4,14.9,5.4,1.03,62.2,36.1,76.6,,61,18,138,1,221,0,,
2933,10/01/2025,3,121.7,Unhealthy for Sensitive Groups,70.9,131.1,20.5,8.8,1.56,47.5,14.8,39,10.2,54,16,125,1,197,0,,
2825,24/09/2024,3,59.8,Moderate,,64.9,12.3,6.4,0.75,42.9,24,58.9,9.8,33,9,70,1,114,0,,
2898,06/12/2024,3,138.2,Unhealthy for Sensitive Groups,77.8,123.9,29.6,8.3,3.39,28.3,16.2,27.6,10.5,48,14,107,1,168,0,,
2276,25/03/2023,3,87.6,Moderate,59,111.7,18.4,10,1.85,46.1,23.6,47.4,16.6,52,15,111,1,182,0,,
435,10/03/2024,1,284.7,Very Unhealthy,178.7,273.9,60.5,26.1,4.33,59.1,23.4,46.7,8.5,286,89,643,6,1032,1,,
2824,23/09/2024,3,65.5,Moderate,37,59.2,7.1,7.2,1.43,54.5,24.6,62.8,2.1,35,10,80,1,130,0,,
3756,12/04/2024,4,106.2,Unhealthy for Sensitive Groups,70.9,118.8,11.2,7,1.68,45.6,32,48.6,9.1,48,14,108,1,168,0,,
2505,09/11/2023,3,104.9,Unhealthy for Sensitive Groups,53.2,97.7,17.1,6.8,1.26,20.8,18.8,46.4,10.6,45,14,98,1,161,0,,
3212,16/10/2025,3,77.5,Moderate,53.5,81.3,20,10.5,1.57,11.8,21.7,48.6,6.3,33,10,82,1,133,0,,
3541,10/09/2023,4,75.3,Moderate,46.1,79.9,14.2,6.2,1.61,37.5,31.5,72.4,11.8,33,9,72,1,118,0,,
3271,14/12/2025,3,114.5,unhealthy for sensitive groups,74.2,128,27,7.8,1.49,41.2,14.2,36.3,7.8,51,16,118,1,188,0,,
1942,25/04/2025,2,130.5,Unhealthy for Sensitive Groups,75.2,118.8,26.6,8.1,2.58,36.5,32,69.4,17.3,75,24,177,1,276,0,,
1892,06/03/2025,2,165.3,Unhealthy,103.4,174.1,40.8,9.6,2.7,43.1,22.9,48.2,11.9,123,38,276,2,436,1,,
3600,08/11/2023,4,130.5,Unhealthy for Sensitive Groups,89.1,163.3,33.8,15,2.71,44.8,18.5,43.6,0.5,40,12,90,1,151,0,,
1266,19/06/2023,2,52,Moderate,,71.8,13.1,5.4,1.26,30.1,36,75.4,7.9,58,18,134,1,215,0,,
2598,10/02/2024,3,119,Unhealthy for Sensitive Groups,67,120.9,31.1,10.3,2.44,66,17.8,41.9,18.4,56,17,126,1,204,0,,
1411,11/11/2023,2,152.3,Unhealthy,101.3,157.1,34.4,8.7,3.2,51,21.6,42.8,18.4,104,33,242,2,382,1,,
1215,29/04/2023,2,124,Unhealthy for Sensitive Groups,76.8,140.1,24.5,7.1,2.37,43,30.1,63.6,5.7,97,30,227,2,,0,,
967,24/08/2025,1,116.6,Unhealthy for Sensitive Groups,73.8,114.3,27.6,8.3,3.19,33.3,30,65.8,10.7,136,41,309,3,499,0,,
1231,15/05/2023,2,99.4,Moderate,57.2,89.4,16.5,9,1.84,40.7,31,58.8,4.7,76,23,167,1,276,0,,
606,28/08/2024,1,115.1,Unhealthy for Sensitive Groups,79.8,126.6,29.1,12.4,2.88,64.5,29.8,73,16.5,152,46,346,3,552,0,,
105,15/04/2023,1,184.6,Unhealthy,107.8,170.7,46,15.4,3.82,23.7,29.3,44.2,10.6,234,71,524,5,843,1,,
646,07/10/2024,1,191.2,Unhealthy,116.5,195.6,27.9,12.5,2.31,80.5,21.9,50.9,14.3,234,72,528,5,,1,,
3089,15/06/2025,3,30.9,Good,21.3,38.4,12,3.1,0.92,59.4,34.4,82.9,10.4,27,8,57,1,97,0,,
1020,16/10/2025,1,244.2,Very Unhealthy,143.3,216.9,56.4,21.5,3.46,55.3,21.9,50.1,12.1,222,69,507,4,813,1,,
92,02/04/2023,1,194.8,Unhealthy,131.6,231.5,53.9,10.8,4.83,53.5,22.7,48.8,13.2,243,73,542,,870,1,,
2871,09/11/2024,3,99.1,Moderate,57.5,102.6,22.6,8.3,2.29,34.9,17.6,35.8,6.7,45,14,100,1,170,0,,
909,27/06/2025,1,108.6,Unhealthy for Sensitive Groups,64.3,103.8,25.2,12.6,2.71,44.4,35.5,73.6,16.4,146,44,333,3,532,0,,
2151,20/11/2025,2,175.2,Unhealthy,103.6,191.7,26,10.1,3.12,59.1,26,41.4,13.8,106,33,238,2,383,1,,
239,27/08/2023,1,106.1,Unhealthy for Sensitive Groups,62.6,96.3,29.3,7.3,2.38,53.7,31.7,79.8,7,124,37,281,2,449,0,,
3141,06/08/2025,3,39.4,Good,22.6,42.4,6.7,0.7,0.64,39.1,26.6,76.1,7.7,24,7,54,0,89,0,,
943,31/07/2025,1,108.2,Unhealthy for Sensitive Groups,65.3,108.2,35.6,10.4,2.14,47.3,37.5,72.9,11,131,38,297,3,469,0,,
1271,24/06/2023,2,76.5,Moderate,,79,15.6,6.3,1.16,47.4,35.5,76.9,7.7,52,15,120,1,189,0,,
939,27/07/2025,1,109.8,Unhealthy for Sensitive Groups,66.9,123.4,19.2,10.6,1.71,47.4,32.1,79.8,14.3,124,37,280,2,449,0,,
3230,03/11/2025,3,77.3,Moderate,49.7,76.5,14.3,2.8,1.28,46.2,23.2,41,13.5,41,12,92,1,150,0,,
